RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,28/02/2021,31/03/2021,30/04/2021,31/05/2021,30/06/2021,31/07/2021,31/08/2021,30/09/2021,31/10/2021,30/11/2021,31/12/2021,31/01/2022,28/02/2022
31637,19838,Franklin,City,IL,IL,Jacksonville,Morgan County,96010,97255,98054,98766,99546,100456,101115,101868,102623,103358,104524,105550,107060
50187,19838,Gardner,City,IL,IL,Chicago-Naperville-Elgin,Grundy County,140138,141674,143029,145030,146980,150207,152798,154888,154583,153730,153863,154448,156206
55830,19856,Leaf River,City,IL,IL,Rochelle,Ogle County,74579,75712,76367,78418,80126,82438,83765,84897,86163,87172,88749,90305,91277
8824,19884,Lyndon,City,IL,IL,Sterling,Whiteside County,97918,99662,100837,101591,102626,103691,104146,104241,104012,104338,105212,106084,107116
14374,19907,Vermont,City,IL,IL,Canton,Fulton County,49890,50234,50562,50415,50168,50135,50518,50662,51098,51408,52093,52368,52506
7983,19926,Witt,City,IL,IL,,Montgomery County,40357,41035,41395,41439,41402,41318,41547,41721,42025,42372,42984,43385,44142
39300,19952,La Harpe,City,IL,IL,Fort Madison-Keokuk,Hancock County,85245,85564,86497,87485,88357,88950,89474,89420,88868,88927,89883,91405,92952
39744,19961,Melvin,City,IL,IL,Champaign-Urbana,Ford County,53656,54501,55507,56296,56744,57103,57280,57682,57589,57449,57297,57792,58704
20594,19971,Sparland,City,IL,IL,Peoria,Marshall County,68014,69048,69758,70272,70857,71345,71835,72545,73760,74773,75863,76340,76974
35485,19971,Hopewell,City,IL,IL,Peoria,Marshall County,162799,166096,167533,169074,170269,171788,172390,172828,172808,173096,174269,175501,177175
44680,19991,Coleta,City,IL,IL,Sterling,Whiteside County,78806,81552,82778,83375,84948,87097,89340,90582,90928,91052,91550,92345,93294
8162,19991,Chapin,City,IL,IL,Jacksonville,Morgan County,82380,83352,83994,84548,85504,86341,87354,87995,88520,88516,89083,89662,90840
28114,20008,Cordova,City,IL,IL,Davenport-Moline-Rock Island,Rock Island County,164334,167650,171491,173605,175777,176375,176768,178055,181554,184597,186921,187189,188138
3948,20008,Campbell Hill,City,IL,IL,Carbondale-Marion,Jackson County,106003,107186,107078,106912,106575,107642,108065,108333,108281,108369,110178,112281,114702
5818,20020,Marquette Heights,City,IL,IL,Peoria,Tazewell County,101488,101622,101879,102505,103215,103978,104693,105658,106433,107335,107950,108772,109056
16256,20055,Keithsburg,City,IL,IL,Davenport-Moline-Rock Island,Mercer County,52836,53317,53951,55130,55591,55715,55996,56007,56381,55971,56720,56981,57545
33488,20076,Port Barrington,City,IL,IL,Chicago-Naperville-Elgin,McHenry County,289975,293634,298354,303574,309847,315625,320911,324861,328045,331885,336918,341812,346807
43186,20125,Tilton,City,IL,IL,Danville,Vermilion County,56018,56608,57274,57772,58333,58657,59119,59570,59724,59864,60270,60960,61797
49787,20127,Potomac,City,IL,IL,Danville,Vermilion County,91408,93268,94401,95336,96069,96848,97690,98650,99780,100658,102310,103265,104438
30990,20127,Colp,City,IL,IL,Carbondale-Marion,Williamson County,39287,39194,38844,38876,38580,38883,38201,38032,37127,37120,37506,38006,37901
43312,20139,West Union,City,IL,IL,,Clark County,73436,74755,75507,76226,76893,77121,77354,77741,78404,79018,79908,81480,83207
33057,20195,New Bedford,City,IL,IL,Ottawa-Peru,Bureau County,40288,40542,40654,41512,41878,42503,43243,44596,45690,45624,45356,44916,45258
49177,20207,Hull,City,IL,IL,,Pike County,54269,55157,55871,55648,55680,55086,55336,55808,56600,57475,58197,59140,59841
31476,20207,Ewing,City,IL,IL,,Franklin County,100109,102321,105321,110012,112352,113048,109992,107467,105491,105904,108480,113650,116721
55593,20225,Coalton,City,IL,IL,,Montgomery County,68474,69044,69566,70287,70736,71036,71520,72244,73011,73678,74626,75319,75489
14790,20240,Bismarck,City,IL,IL,Danville,Vermilion County,116776,118486,119473,120623,121205,122098,123073,124025,123389,122794,123261,124838,126708
28978,20362,Maquon,City,IL,IL,Galesburg,Knox County,85421,86703,87522,88362,89378,90129,90729,90988,91074,91181,92004,93267,94609
16082,20377,Waltonville,City,IL,IL,Mount Vernon,Jefferson County,97196,99094,100565,101573,101919,102402,104024,105166,106595,106546,107255,107510,108670
57257,20385,Hoyleton,City,IL,IL,,Washington County,104124,104909,105780,106334,106990,107482,108331,108883,109606,110198,111581,112898,113990
16558,20397,Flanagan,City,IL,IL,Pontiac,Livingston County,109142,110532,111198,112149,113039,114100,114831,114910,114598,114129,114931,115901,117253
24707,20405,Fillmore,City,IL,IL,,Montgomery County,60437,60302,60310,60241,60306,60561,61087,61198,61426,61279,61890,62129,62927
51709,20418,Dewey,City,IL,IL,Champaign-Urbana,Champaign County,211174,211752,212353,213631,215265,217311,218171,219674,221102,223962,225894,227688,229166
138921,20418,Irwin,City,IL,IL,Kankakee,Kankakee County,136021,137152,137088,138560,141091,143239,145075,147809,150175,151626,153612,156598,158656
32325,20455,Kirkwood,City,IL,IL,,Warren County,93530,94485,95479,96884,97976,98932,99637,100377,100798,101132,101904,102836,103869
14021,20476,Stronghurst,City,IL,IL,Burlington,Henderson County,93230,94101,94981,97106,98912,100663,101788,102697,103306,103814,104796,106493,108241
42160,20485,Kenney,City,IL,IL,Bloomington,Dewitt County,93176,94023,94207,94378,94830,95160,95679,96231,97128,97899,99208,100316,101533
6920,20490,San Jose,City,IL,IL,,Mason County,80947,81645,82300,82976,83491,84079,84794,85613,86072,86465,87153,88136,89123
37020,20499,Buckley,City,IL,IL,,Iroquois County,76554,77526,78270,79007,79545,80179,80796,81760,82336,82983,83751,84627,85532
47707,20522,Simpson,City,IL,IL,,Johnson County,121637,121311,121060,121435,121885,124444,127092,129264,129509,129153,129555,130987,131956
53016,20548,Loda,City,IL,IL,,Iroquois County,170688,173466,175786,177568,179498,181096,182847,184432,185376,185782,187206,189063,191314
25349,20548,Kane,City,IL,IL,St. Louis,Jersey County,173209,174489,174476,173363,172969,173652,173406,173304,173468,173703,175042,175010,176412
48861,20562,Buda,City,IL,IL,Ottawa-Peru,Bureau County,60765,61869,62174,62633,63060,63834,64361,64820,65197,65671,66225,66729,67338
48966,20562,Benson,City,IL,IL,Peoria,Woodford County,92197,93145,93972,94676,95504,96265,97257,97865,98197,98416,98976,99916,101180
39665,20570,Matherville,City,IL,IL,Davenport-Moline-Rock Island,Mercer County,88111,89571,90729,91945,93067,94055,94686,94993,95136,95161,95788,96295,97106
18182,20606,Fowler,City,IL,IL,Quincy,Adams County,148407,150355,151767,153136,154573,155831,157645,160232,160210,159558,157799,158463,158981
47290,20643,Ransom,City,IL,IL,Ottawa-Peru,La Salle County,126588,125012,122660,122556,125749,128618,130746,133649,136825,139410,141856,142695,144433
11263,20646,Edgewood,City,IL,IL,Effingham,Effingham County,68622,69589,70470,71490,72386,73222,74313,75825,77140,77998,78921,80062,81427
48033,20656,Trenton,City,IL,IL,St. Louis,Clinton County,149024,150776,152125,153529,155029,156319,157575,158787,158715,158323,158779,160180,162086
18669,20715,Hutsonville,City,IL,IL,,Crawford County,81076,81972,82459,83564,83945,84563,85373,86327,86869,86568,86672,86627,87543
35270,20742,Bush,City,IL,IL,Carbondale-Marion,Williamson County,39407,40324,40833,41284,41067,40966,40743,40415,39819,39999,40866,41654,42758
39083,20742,Hurst,City,IL,IL,Carbondale-Marion,Williamson County,42908,43362,44409,45099,45989,46680,46172,45348,44100,44837,45551,46265,46836
36620,20764,Sadorus,City,IL,IL,Champaign-Urbana,Champaign County,129581,131441,132888,134796,136986,139863,142624,144608,146497,148046,149478,150145,150806
25866,20778,Merrionette Park,City,IL,IL,Chicago-Naperville-Elgin,Cook County,167048,166641,167958,169097,171539,174156,177476,180751,183578,185876,187571,189704,191699
26813,20778,Rockwood,City,IL,IL,,Randolph County,110065,111724,112638,113080,112952,113599,116148,116994,118004,117013,118592,119784,120481
6029,20873,Montrose,City,IL,IL,Effingham,Effingham County,75568,76638,77786,78237,78942,79316,80586,81718,82918,83742,84702,85717,86645
22781,20883,Warsaw,City,IL,IL,Fort Madison-Keokuk,Hancock County,80455,81325,81969,82938,83703,84651,85262,85443,85081,84487,84820,85983,87569
16913,20901,Bath,City,IL,IL,,Mason County,52185,53541,54666,55222,56133,56808,57638,57222,57115,56956,57687,58059,58102
25654,20927,Lostant,City,IL,IL,Ottawa-Peru,La Salle County,93283,94541,94489,95478,98189,101484,103853,105208,105581,105674,105406,105885,106476
37268,20982,Banner,City,IL,IL,Canton,Fulton County,68004,70273,71911,72791,73357,73417,73615,73444,74176,74171,75633,76425,76982
19795,21006,Otterville,City,IL,IL,St. Louis,Jersey County,59426,58564,58591,59779,60380,60061,58503,58898,59233,59620,58582,59090,59497
19335,21014,Metamora,City,IL,IL,Peoria,Woodford County,182279,184271,185666,187100,188690,190135,191669,192972,193756,194363,196075,197959,200120
11030,21014,Dakota,City,IL,IL,Freeport,Stephenson County,119750,121609,122921,124006,125215,126032,127061,128274,129093,129961,130841,131953,133519
49903,21054,Van Orin,City,IL,IL,Ottawa-Peru,Bureau County,63561,63558,63678,63857,63543,64575,65422,66620,67104,66859,67710,68998,70841
35939,21060,Martinton,City,IL,IL,,Iroquois County,107826,109571,110600,111447,111885,112705,113588,114815,115881,116246,117489,118668,120466
29527,21081,Watson,City,IL,IL,Effingham,Effingham County,113953,114420,115073,115290,116047,116875,117777,119319,120285,121357,122580,123693,125017
26801,21086,Rockdale,City,IL,IL,Chicago-Naperville-Elgin,Will County,134628,136043,137799,139897,141806,144563,146199,148176,150263,152742,155019,157037,157804
44545,21086,Chana,City,IL,IL,Rochelle,Ogle County,148994,150758,151840,154863,157653,161151,163808,166589,170585,174557,178927,181511,182720
46677,21086,Nashville,City,IL,IL,,Washington County,113076,114249,115081,115994,117246,117613,117899,117813,118459,118929,119968,120831,122018
52965,21128,Lily Lake,City,IL,IL,Chicago-Naperville-Elgin,Kane County,374697,378716,382873,386154,390500,395434,401198,406660,411532,417337,423882,428174,432291
31795,21144,Golf,City,IL,IL,Chicago-Naperville-Elgin,Cook County,782919,785463,792504,812506,837445,865139,879458,890257,898739,909127,919617,929894,935990
17224,21144,Bulpitt,City,IL,IL,Taylorville,Christian County,48605,49354,49752,50267,50742,51120,51297,51561,51673,52043,52681,53009,53334
46694,21200,Neponset,City,IL,IL,Ottawa-Peru,Bureau County,65362,66357,66704,67319,67644,68358,69004,69485,69760,69912,70743,71101,71636
3605,21205,Belknap,City,IL,IL,,Johnson County,78286,78797,79633,79798,80475,81076,82430,83638,84363,84720,85767,86486,87402
37107,21220,Alto Pass,City,IL,IL,,Union County,104644,106022,105433,106358,107877,109965,110676,110693,110958,111358,113150,115485,117889
12159,21244,Karnak,City,IL,IL,,Pulaski County,64225,64795,65398,65975,66650,67802,68915,69876,69826,69513,69679,70105,70797
32054,21258,Hodgkins,City,IL,IL,Chicago-Naperville-Elgin,Cook County,282546,284534,287537,289058,291825,295858,299044,302469,304522,307104,308535,310546,311388
33890,21266,Scheller,City,IL,IL,Mount Vernon,Jefferson County,126009,127858,127754,126629,129573,131146,131523,127557,126198,125010,126284,126008,128079
9441,21282,Towanda,City,IL,IL,Bloomington,McLean County,183380,185435,186487,186740,188327,191013,193741,195952,198492,201599,204927,207597,211207
55050,21299,Wataga,City,IL,IL,Galesburg,Knox County,83390,84524,85068,85588,86297,87063,87739,88222,88190,88142,88684,89654,90862
137368,21399,Bay View Garden,City,IL,IL,Peoria,Woodford County,102899,103217,103499,103727,104679,105101,106417,107186,107922,108228,109201,110077,110859
25406,21410,Kincaid,City,IL,IL,Taylorville,Christian County,64471,65527,66201,66717,67196,67670,68189,68670,68936,69198,69787,69751,69811
33018,21425,Murrayville,City,IL,IL,Jacksonville,Morgan County,83246,84007,84560,84920,85325,85788,86549,87231,87477,87677,88318,89055,90041
41724,21455,Willow Hill,City,IL,IL,,Jasper County,69411,70434,71207,71664,72507,72727,73037,73279,73112,73086,73380,74251,75489
6270,21459,Oakdale,City,IL,IL,,Washington County,161864,163178,165247,167067,168139,168446,169604,171831,173652,174283,175088,176501,177928
45513,21476,Grandview,City,IL,IL,Springfield,Sangamon County,62780,62500,61948,60428,60898,61627,62981,63133,62600,61629,60578,60929,61614
28228,21508,Bradford,City,IL,IL,Peoria,Stark County,71251,72739,73709,74778,75285,76180,76771,77305,76831,76581,76964,77563,78231
56853,21524,Southern View,City,IL,IL,Springfield,Sangamon County,83729,83611,83862,84412,85400,86320,87264,87716,88403,88736,89438,90413,91454
38366,21524,Ellsworth,City,IL,IL,Bloomington,McLean County,163187,164593,166143,167948,172440,177163,181254,182851,184431,185306,186732,187649,190368
36950,21541,Manlius,City,IL,IL,Ottawa-Peru,Bureau County,61296,62077,62217,62460,62689,63207,63688,63842,63935,63963,64559,65074,65568
56248,21580,Richview,City,IL,IL,,Washington County,85090,85968,87119,88194,88842,89629,90615,92083,93359,93974,94869,95676,96839
55163,21587,Wheeler,City,IL,IL,,Jasper County,146514,146136,149063,152763,155946,158601,160372,161041,159778,158820,158436,159082,159945
53214,21606,McCook,City,IL,IL,Chicago-Naperville-Elgin,Cook County,271013,273073,275909,278870,282763,288085,293278,297442,301038,304478,307079,309645,310842
15728,21617,Newman,City,IL,IL,,Douglas County,60829,61772,62678,63350,63991,64468,64841,65217,65421,65493,66056,66625,67655
15895,21629,White Heath,City,IL,IL,Champaign-Urbana,Piatt County,254659,257352,259487,261655,264296,266771,269584,271755,273887,276211,279787,283257,286559
51250,21629,Campus,City,IL,IL,Pontiac,Livingston County,77954,78210,78387,78369,79873,82133,84123,84345,83938,83561,84348,84677,85296
15717,21629,Reynolds,City,IL,IL,Davenport-Moline-Rock Island,Rock Island County,137263,138761,138225,137462,138062,140429,144981,147585,148974,149040,149933,151748,152403
13878,21654,Smithboro,City,IL,IL,St. Louis,Bond County,106255,107181,108404,109174,110367,111470,112122,112417,112660,113376,114974,115991,117635
51403,21654,Christopher,City,IL,IL,,Franklin County,55762,56097,56243,56797,57283,57940,58156,58462,58578,59140,60067,61113,61961
28966,21720,Naplate,City,IL,IL,Ottawa-Peru,La Salle County,96158,96270,97762,98423,99707,100480,102733,104027,104649,104341,104276,105148,106103
4932,21730,Goodfield,City,IL,IL,Peoria,Woodford County,203627,206265,207935,209360,210644,212244,213947,215870,217000,217787,219926,222449,225272
8270,21755,Cullom,City,IL,IL,Pontiac,Livingston County,88042,89348,90070,90894,91691,92581,93187,93895,94337,94822,95606,96521,97530
37593,21807,Brocton,City,IL,IL,,Edgar County,54435,55213,55486,56309,56570,56733,56854,57407,57832,58210,58782,59243,59902
25840,21807,Mechanicsburg,City,IL,IL,Springfield,Sangamon County,154776,156306,157954,159996,161234,161837,162348,163237,164448,165300,167001,169121,171627
33463,21844,Plymouth,City,IL,IL,Fort Madison-Keokuk,Hancock County,86628,88010,89948,91173,91821,92309,92449,92898,92960,93353,94108,94704,95669
30709,21852,Cameron,City,IL,IL,,Warren County,103929,104996,106518,108329,110078,111940,113274,114598,114994,115357,116208,117508,118875
5136,21852,Herrick,City,IL,IL,,Shelby County,90402,90916,91617,92778,94498,95683,96495,96709,97040,97327,98061,98446,99053
5207,21852,Hooppole,City,IL,IL,Davenport-Moline-Rock Island,Henry County,52812,52590,53212,52875,52912,53317,54260,54112,53416,53090,53397,53142,52737
24602,21888,Equality,City,IL,IL,,Gallatin County,78236,78335,78108,77225,76299,76514,77758,79209,79431,79480,79652,79289,78865
17115,21913,Boody,City,IL,IL,Decatur,Macon County,74633,73936,73950,76295,78286,79404,79485,79832,81661,83618,85282,85373,86221
38028,21971,Cortland,City,IL,IL,Chicago-Naperville-Elgin,DeKalb County,191714,193218,194717,196682,199986,203603,207514,211122,214538,216757,219113,222033,225325
42333,21977,La Rose,City,IL,IL,Peoria,Marshall County,43806,44776,45931,47116,47885,48106,48425,48804,48792,48807,48993,49806,50617
51828,21977,Easton,City,IL,IL,,Mason County,61613,61968,62140,62384,62755,63412,64348,65117,65450,65287,65534,65541,66014
40065,21998,North Pekin,City,IL,IL,Peoria,Tazewell County,82454,82773,83055,83609,83928,84331,84461,85588,86615,88069,89119,90449,91128
38017,21998,Cornell,City,IL,IL,Pontiac,Livingston County,112093,113235,113977,114571,115427,116229,117320,116359,115266,113779,114701,115647,117157
45642,22037,Hanover,City,IL,IL,,Jo Daviess County,78545,79722,80846,82585,84164,85569,87116,88177,89023,89452,88909,88049,87341
51294,22066,Carthage,City,IL,IL,Fort Madison-Keokuk,Hancock County,87841,88730,90195,92071,93589,94600,94873,94725,94262,93914,94142,95181,96514
54684,22088,Third Lake,City,IL,IL,Chicago-Naperville-Elgin,Lake County,282896,284041,283996,285522,288050,294258,299901,304962,308935,312876,317259,319177,322599
24184,22104,Congerville,City,IL,IL,Peoria,Woodford County,185648,188075,189549,190574,192231,194176,195794,196956,197787,198793,200440,202285,204444
31594,22198,Forestview,City,IL,IL,Chicago-Naperville-Elgin,Cook County,223786,226768,231109,236070,240865,245925,249961,252382,254337,256295,259127,261888,264583
49637,22215,Niantic,City,IL,IL,Decatur,Macon County,94416,94428,94838,96481,98158,99564,99914,99203,99746,100562,103255,105132,107452
40833,22253,Serena,City,IL,IL,Ottawa-Peru,La Salle County,237231,240629,244497,247798,252419,257875,261018,262231,263505,267144,271498,275004,278441
30551,22259,Bowen,City,IL,IL,Fort Madison-Keokuk,Hancock County,70384,71532,71691,72279,71614,71540,70426,70259,70783,72097,73504,74426,75903
32166,22324,Irvington,City,IL,IL,,Washington County,57038,58036,58666,59098,59181,59329,59283,59549,59809,60086,60875,61400,62196
4422,22361,Du Bois,City,IL,IL,,Washington County,102868,103892,105741,107208,107588,107593,108165,109849,111206,111793,112472,113750,115636
35308,22397,Belle Rive,City,IL,IL,Mount Vernon,Jefferson County,69917,70940,72497,74039,75557,76176,77482,78736,79551,79613,79935,80628,81112
51928,22431,Essex,City,IL,IL,Kankakee,Kankakee County,225401,222658,220791,220109,224135,230054,234162,237692,238614,239904,242045,245275,249188
51866,22431,Eldena,City,IL,IL,Dixon,Lee County,70320,72277,73004,73063,74093,75560,78100,81439,84462,86776,87518,87784,88074
11586,22455,Gays,City,IL,IL,,Moultrie County,112555,113327,113331,113342,113932,117162,120884,124480,125782,126588,128873,130567,133317
29505,22469,Roodhouse,City,IL,IL,,Greene County,43089,42594,42307,42186,43424,45184,45909,46278,45975,46675,46792,47286,47718
13838,22487,Sigel,City,IL,IL,,Shelby County,128575,130054,130771,132249,133124,134542,135634,136421,136933,137411,138530,139930,141134
17039,22495,Bishop Hill,City,IL,IL,Davenport-Moline-Rock Island,Henry County,93617,94680,95138,95101,95485,97000,98409,99888,100970,102222,103818,104581,105826
55969,22503,Donovan,City,IL,IL,,Iroquois County,60363,60588,61410,61951,63072,63559,64701,65694,67143,67665,68208,68708,69708
55935,22503,Iroquois,City,IL,IL,,Iroquois County,64903,66011,66664,66487,66465,66056,66455,66550,66891,67232,67876,68007,68315
19977,22503,Plainville,City,IL,IL,Quincy,Adams County,103876,105512,106615,107520,108266,108885,110100,113181,114242,115302,114465,115768,116619
138200,22516,El Dara,City,IL,IL,,Pike County,44313,44320,44193,43826,43970,44034,44175,44812,45287,45400,45424,45608,46619
33560,22532,Putnam,City,IL,IL,Ottawa-Peru,Putnam County,148378,150212,151923,153488,155358,157479,160142,162136,163375,163572,164807,166174,168073
49023,22532,Keyesport,City,IL,IL,St. Louis,Bond County,72152,72750,73475,74090,74853,75011,75046,75262,75868,76482,77391,78281,79460
45876,22539,Indianola,City,IL,IL,Danville,Vermilion County,61701,62441,62485,62816,63467,63801,64239,64771,65468,66851,68122,69970,71017
36508,22547,West City,City,IL,IL,,Franklin County,59512,60509,61161,61816,62102,62329,62616,62681,63207,64044,65474,66316,66904
50099,22610,Troy Grove,City,IL,IL,Ottawa-Peru,La Salle County,109363,109170,110087,111593,113062,113053,114091,115361,117732,119283,120258,120796,121835
10041,22640,Addieville,City,IL,IL,,Washington County,157069,158501,160226,161994,163333,163483,164463,165551,166866,167154,168220,169797,171198
35098,22655,Dahinda,City,IL,IL,Galesburg,Knox County,252977,255961,258245,260360,262488,264156,266375,268514,270017,270968,273239,275527,278190
54264,22690,Sailor Springs,City,IL,IL,,Clay County,28931,28906,29172,29396,29233,29121,29312,30018,30587,30830,31051,31189,31225
27758,22690,Walshville,City,IL,IL,,Montgomery County,72378,72693,73698,73208,73194,73011,73175,72817,72499,73062,74253,75666,77026
22069,22710,Ivesdale,City,IL,IL,Champaign-Urbana,Champaign County,126209,128235,130066,132685,136892,142414,147732,150296,150771,150214,150081,151170,152380
30862,22734,Chesterfield,City,IL,IL,St. Louis,Macoupin County,47027,48046,49143,49996,50654,51525,52082,52752,52861,53307,53388,54004,54161
4691,22734,Farmersville,City,IL,IL,,Montgomery County,100866,101343,102213,103147,104330,105092,106007,106874,107646,108044,108866,110018,111404
44555,22740,Chatsworth,City,IL,IL,Pontiac,Livingston County,54143,54828,55263,55854,56905,58335,59602,60010,59925,59618,60060,60373,60975
14168,22751,Tower Lakes,City,IL,IL,Chicago-Naperville-Elgin,Lake County,431576,436172,441698,449914,457901,467477,474523,479316,481646,484562,491769,497228,504635
52013,22786,Fidelity,City,IL,IL,St. Louis,Jersey County,30641,30690,30939,31731,32157,31917,31412,31936,32510,33612,34281,35191,35875
24295,22794,Cutler,City,IL,IL,,Perry County,51300,51296,50563,49440,48320,47619,48129,48291,48310,48300,48199,48815,49585
21060,22794,Vergennes,City,IL,IL,Carbondale-Marion,Jackson County,102178,103061,103341,102938,103212,103602,103934,103121,103166,103929,105135,106336,107867
56679,22794,Waggoner,City,IL,IL,,Montgomery County,69500,69309,69830,70475,71159,71806,72650,73183,73824,74222,75328,75605,76237
44873,22820,De Land,City,IL,IL,Champaign-Urbana,Piatt County,87663,89745,90721,91140,90933,91300,91743,92588,93246,93885,94390,95010,95703
56703,22866,Thawville,City,IL,IL,,Iroquois County,67391,68593,69824,71190,72566,73449,73765,74326,74873,75714,76746,77609,78387
9650,22899,Bardolph,City,IL,IL,Macomb,McDonough County,34259,35056,35619,36276,36555,36672,36720,37177,37649,38280,38668,39062,39432
54416,22918,Sidell,City,IL,IL,Danville,Vermilion County,76168,76843,76894,76933,77343,77890,78709,79478,81018,82407,84383,85383,86484
4116,22933,Clayton,City,IL,IL,Quincy,Adams County,70083,70705,71441,72060,72535,73187,73992,75687,74534,73326,71078,71461,71737
19092,22955,Loraine,City,IL,IL,Quincy,Adams County,85824,87368,88866,90183,91087,91880,92861,94034,95071,95874,96164,96089,96112
46269,22955,Little York,City,IL,IL,,Warren County,86742,88562,89418,91301,92475,93588,93973,94477,94613,94834,95701,96992,98243
10211,22969,Augusta,City,IL,IL,Fort Madison-Keokuk,Hancock County,52706,52827,52250,51531,53204,54743,55992,56228,57472,57801,58704,59127,60334
13520,22985,Ridott,City,IL,IL,Freeport,Stephenson County,134404,136539,137795,138952,139813,141439,143404,145224,146237,146838,147945,149362,151024
25881,22992,Middletown,City,IL,IL,Lincoln,Logan County,74847,75704,76705,77851,78933,79263,79585,80175,80781,81208,81772,82386,82819
32643,23009,Magnolia,City,IL,IL,Ottawa-Peru,Putnam County,68505,69499,70173,72913,75709,78499,79375,79600,80593,80541,81349,80595,81191
21946,23019,Lee,City,IL,IL,Dixon,Lee County,143665,143517,143237,145822,148719,152179,153967,155803,156865,158445,160559,162607,164982
48568,23036,Woodhull,City,IL,IL,Davenport-Moline-Rock Island,Henry County,107638,108981,109796,110709,111619,112742,113576,114454,114605,114722,115557,116889,118689
15297,23072,Good Hope,City,IL,IL,Macomb,McDonough County,90126,91391,92319,92768,93144,93423,94091,94561,94926,95236,95910,96568,97533
16660,23105,Hennepin,City,IL,IL,Ottawa-Peru,Putnam County,125656,127117,128606,130565,132488,133982,135199,136893,137941,138700,139146,140626,142264
18284,23116,Gladstone,City,IL,IL,Burlington,Henderson County,103972,107037,109578,111906,112195,112577,114239,116165,117229,117332,117654,118633,119376
23350,23145,Williamsfield,City,IL,IL,Galesburg,Knox County,87635,88727,89368,89943,90699,91440,92183,92771,93022,93130,93612,94346,95329
50949,23175,Bellflower,City,IL,IL,Bloomington,McLean County,93903,95701,95420,94715,94879,96161,96297,96607,96814,97495,97738,98162,99831
395928,23211,North City,City,IL,IL,,Franklin County,89403,90114,89973,89884,90598,90966,91448,92126,92480,93336,94293,95320,96653
46031,23211,Kilbourne,City,IL,IL,,Mason County,57013,57774,58346,58756,58810,59721,60791,62185,63149,62948,62800,62197,62454
40316,23221,Pesotum,City,IL,IL,Champaign-Urbana,Champaign County,141848,143230,144405,145784,148267,151583,154587,156955,158788,159300,158758,158428,159744
23920,23221,Camargo,City,IL,IL,,Douglas County,136470,138565,139811,141469,142739,144190,145550,146910,146563,145967,145831,147287,149126
17691,23256,Danforth,City,IL,IL,,Iroquois County,99456,100924,102064,103139,104340,105573,106496,107398,108158,108714,109850,111213,112666
54530,23270,Standard,City,IL,IL,Ottawa-Peru,Putnam County,50422,51105,53038,53942,55002,54137,54402,54842,55580,55753,55904,56102,56729
3447,23270,Armington,City,IL,IL,Peoria,Tazewell County,103593,103939,104811,106259,107502,108655,109826,110196,110285,110658,111179,112299,113149
20183,23288,Rio,City,IL,IL,Galesburg,Knox County,116966,118433,119422,120169,121094,122196,123151,123980,123964,123915,124319,125478,127136
57311,23324,West Brooklyn,City,IL,IL,Dixon,Lee County,133473,134946,135947,139387,142857,146931,148231,149449,149979,150120,151128,151661,153469
53668,23348,Oakwood Hills,City,IL,IL,Chicago-Naperville-Elgin,McHenry County,234657,238337,242433,246148,250634,254286,257354,258792,261001,263909,267527,271518,275945
42390,23369,Industry,City,IL,IL,Macomb,McDonough County,60462,61129,61498,61514,61858,62295,62701,62964,62883,62863,63283,63884,64577
25667,23394,Lowpoint,City,IL,IL,Peoria,Woodford County,145543,146628,147664,148542,150265,151813,153546,155123,155945,156733,158022,159582,161289
48237,23434,Vernon,City,IL,IL,Centralia,Marion County,94913,97441,99385,102172,103953,104076,104455,105156,108231,110648,113241,113676,114225
47936,23451,Table Grove,City,IL,IL,Canton,Fulton County,56051,56753,57065,57462,57363,57692,58123,58916,59202,59197,59563,59766,60146
26396,23451,Parkersburg,City,IL,IL,,Richland County,67950,68629,68932,69925,70985,71527,72273,71974,71866,70865,71800,72773,75058
53163,23451,Mark,City,IL,IL,Ottawa-Peru,Putnam County,48521,50536,52699,54495,55015,54828,54940,55373,56069,56734,58589,60094,61850
36108,23476,Lindenwood,City,IL,IL,Rochelle,Ogle County,156174,157914,158737,161289,164024,167906,170592,173297,174424,176109,177960,180528,181405
34160,23476,Strasburg,City,IL,IL,,Shelby County,106237,107165,107832,109084,110839,112901,114618,115689,116772,117392,119096,120382,122092
38384,23476,Emden,City,IL,IL,Lincoln,Logan County,85585,86425,87281,88255,89170,89634,89926,90360,90902,91078,91603,91894,92659
48901,23487,Butler,City,IL,IL,,Montgomery County,102389,102409,102607,103333,104573,106122,107608,108573,109746,110839,112740,114025,115523
23201,23487,North Henderson,City,IL,IL,Davenport-Moline-Rock Island,Mercer County,110399,111776,112618,113677,114755,116029,117223,118438,118713,118755,118886,120289,122015
45842,23487,Humboldt,City,IL,IL,Charleston-Mattoon,Coles County,79486,80270,81474,83052,86011,88204,90550,89628,88918,88087,88410,90322,91316
56586,23517,Sublette,City,IL,IL,Dixon,Lee County,129807,131206,132341,133640,135400,137343,138522,140191,140942,141928,143067,144222,145973
33085,23517,New Minden,City,IL,IL,,Washington County,75594,76333,76828,76882,77107,76595,76226,75870,76276,76771,77882,79000,80008
4754,23527,Forest Lake,City,IL,IL,Chicago-Naperville-Elgin,Lake County,319717,322157,325664,330611,336148,343461,348667,352871,355604,359836,364595,366780,369578
